customer_id,tops_and_tees,jeans,intimates,swim,sweaters,sleep,accessories,outerwear,shorts,fasion_hoodies,other,avg_sales,total_sales,total_orders,recency,customer_age,customer_gender,state,city,country
43341,0,0,1,0,0,0,0,0,0,0,0,40,40,1,617,36,F,Ohio,Loveland,United States
41887,0,0,0,0,0,0,0,0,0,0,1,24.950000762939453,24.950000762939453,1,52,59,F,Ohio,Green,United States
93602,0,0,0,0,0,0,0,0,0,0,1,136.16999816894531,136.16999816894531,1,216,68,F,Ohio,Marietta,United States
62474,0,0,1,0,0,0,0,0,0,0,0,98,98,1,209,66,F,Ohio,Findlay,United States
28782,1,0,0,0,0,0,0,0,0,0,0,25,25,1,197,47,M,Ohio,Lakewood,United States
13746,0,0,0,0,0,0,0,0,0,0,1,58.9900016784668,58.9900016784668,1,901,68,M,Ohio,Cleveland,United States
87464,0,0,1,0,0,0,0,0,0,0,0,10,10,1,119,65,F,Ohio,Cleveland Heights,United States
65026,0,0,0,0,0,0,0,0,0,0,1,31.989999771118164,31.989999771118164,1,21,66,M,Ohio,Middletown,United States
55159,0,0,1,0,0,0,0,0,0,0,0,69.989997863769531,69.989997863769531,1,200,29,F,Ohio,Newark,United States
52799,0,0,0,0,0,0,0,0,1,0,0,49,49,1,270,67,M,Ohio,Dublin,United States
37949,0,0,0,0,1,0,0,0,0,0,0,199.5,199.5,1,137,27,F,Ohio,Grove City,United States
24515,0,0,1,0,0,0,0,0,0,0,0,34,34,1,317,32,F,Ohio,Delaware,United States
42642,0,0,0,0,0,0,0,1,0,0,0,170,170,1,4,35,M,Ohio,Hudson,United States
58845,0,0,0,0,0,0,0,0,0,1,0,47.020000457763672,47.020000457763672,1,120,32,M,Ohio,Hilliard,United States
17027,0,0,0,0,0,0,0,0,0,0,1,179,179,1,712,67,M,Ohio,Finneytown,United States
7589,0,0,0,0,0,0,0,0,0,0,1,98,98,1,904,39,M,Ohio,Hudson,United States
82034,0,0,0,0,0,0,1,0,0,0,0,14.989999771118164,14.989999771118164,1,1002,17,M,Ohio,Green,United States
78973,1,0,0,0,0,0,0,0,0,0,0,149.94999694824219,149.94999694824219,1,411,47,M,Ohio,Cincinnati,United States
8000,0,0,0,0,0,0,0,0,0,0,1,14.949999809265137,14.949999809265137,1,1428,58,M,Ohio,Mentor,United States
7357,0,0,0,0,0,0,0,0,0,1,0,20.989999771118164,20.989999771118164,1,6,16,F,Ohio,Findlay,United States
87763,0,0,0,1,0,0,0,0,0,0,0,45,45,1,4,35,M,Ohio,Ashtabula,United States
33673,0,0,0,0,0,0,0,1,0,0,0,99.989997863769517,99.989997863769517,1,93,26,M,Ohio,Toledo,United States
33565,0,0,0,0,0,0,0,0,0,1,0,80,80,1,311,50,F,Ohio,Kent,United States
22175,0,0,0,0,0,0,0,0,0,0,1,14.899999618530272,14.899999618530272,1,348,17,F,Ohio,Springboro,United States
64660,0,0,0,0,0,0,0,0,0,0,1,13.960000038146973,13.960000038146973,1,713,25,F,Ohio,Upper Arlington,United States
27939,1,0,0,0,0,0,0,0,0,0,0,17.950000762939453,17.950000762939453,1,783,38,M,Ohio,Xenia,United States
49783,0,0,0,1,0,0,0,0,0,0,0,35.9900016784668,35.9900016784668,1,10,65,F,Ohio,Toledo,United States
24244,0,0,0,0,0,0,0,0,0,0,1,44,44,1,490,39,F,Ohio,Columbus,United States
6772,0,0,0,0,0,0,0,0,0,0,1,19.989999771118164,19.989999771118164,1,742,39,M,Ohio,Wadsworth,United States
633,0,0,0,0,0,0,0,0,0,0,1,39.950000762939446,39.950000762939446,1,1370,36,M,Oita,Beppu,Japan
85627,0,0,1,0,0,0,0,0,0,0,0,36,36,1,748,17,F,Oita,Oita City,Japan
65375,0,0,0,1,0,0,0,0,0,0,0,78.75,78.75,1,185,59,M,Oita,Oita City,Japan
53836,0,0,0,0,0,0,0,0,0,0,1,49,49,1,146,64,F,Oita,Oita City,Japan
34319,0,0,0,0,0,0,1,0,0,0,0,27.950000762939453,27.950000762939453,1,285,47,M,Utah,Sandy,United States
54739,0,1,0,0,0,0,0,0,0,0,0,71.989997863769531,71.989997863769531,1,701,18,M,Utah,West Valley City,United States
59383,0,0,0,1,0,0,0,0,0,0,0,63.970001220703125,63.970001220703125,1,885,32,M,Utah,Spanish Fork,United States
76455,0,0,0,1,0,0,0,0,0,0,0,55,55,1,396,64,M,Utah,South Jordan,United States
2631,1,0,0,0,0,0,0,0,0,0,0,25.989999771118164,25.989999771118164,1,330,60,M,Utah,West Jordan,United States
30654,0,1,0,0,0,0,0,0,0,0,0,99,99,1,186,54,F,Utah,Midvale,United States
82149,0,0,0,0,0,0,0,0,0,1,0,25,25,1,408,35,F,Utah,Bluffdale,United States
11098,0,0,0,0,0,0,0,0,0,0,1,27.950000762939453,27.950000762939453,1,1821,24,F,Utah,East Millcreek,United States
93545,0,0,0,0,0,0,0,1,0,0,0,49.9900016784668,49.9900016784668,1,103,45,F,Utah,Syracuse,United States
10868,0,0,0,0,0,1,0,0,0,0,0,19.989999771118164,19.989999771118164,1,56,17,M,Utah,Heber City,United States
96284,0,0,0,0,0,0,0,1,0,0,0,239.86000061035159,239.86000061035159,1,1093,40,M,Utah,Pleasant Grove,United States
57319,0,0,0,0,0,1,0,0,0,0,0,49.950000762939446,49.950000762939446,1,1634,20,M,Utah,West Valley City,United States
48375,0,0,0,0,0,0,0,0,0,0,1,7.9800000190734863,7.9800000190734863,1,588,44,F,Utah,West Valley City,United States
20092,1,0,0,0,0,0,0,0,0,0,0,25.989999771118164,25.989999771118164,1,266,52,M,Utah,Provo,United States
41822,0,0,0,0,0,0,1,0,0,0,0,11.989999771118164,11.989999771118164,1,367,52,F,Utah,Pleasant Grove,United States
52554,0,0,1,0,0,0,0,0,0,0,0,117.98999786376952,117.98999786376952,1,1274,24,F,Utah,Heber City,United States
27570,0,0,0,1,0,0,0,0,0,0,0,39,39,1,138,24,M,Utah,Midvale,United States
7695,0,0,0,0,0,0,1,0,0,0,0,38.979999542236328,38.979999542236328,1,575,61,M,Utah,Pleasant Grove,United States
3049,0,0,0,0,0,0,0,0,0,0,1,6.4099998474121085,6.4099998474121085,1,512,61,F,Utah,Ogden,United States
12661,0,1,0,0,0,0,0,0,0,0,0,59.189998626708977,59.189998626708977,1,494,16,F,Utah,West Valley City,United States
17689,0,1,0,0,0,0,0,0,0,0,0,47.9900016784668,47.9900016784668,1,9,15,M,Utah,Lehi,United States
28492,0,0,0,0,0,0,0,0,1,0,0,86.25,86.25,1,506,54,M,Utah,Ogden,United States
18042,0,0,0,0,0,0,1,0,0,0,0,6.9899997711181641,6.9899997711181641,1,591,61,F,Utah,Lehi,United States
88324,0,0,0,0,0,0,0,0,0,0,1,11.079999923706056,11.079999923706056,1,443,12,F,Utah,Pleasant Grove,United States
14721,0,1,0,0,0,0,0,0,0,0,0,34.9900016784668,34.9900016784668,1,1042,57,F,Utah,Bluffdale,United States
49563,1,0,0,0,0,0,0,0,0,0,0,22.989999771118164,22.989999771118164,1,76,19,F,Utah,Logan,United States
90013,0,0,0,0,0,0,0,0,0,0,1,99,99,1,79,47,F,Utah,Ogden,United States
81340,0,0,0,0,0,0,0,1,0,0,0,89.910003662109375,89.910003662109375,1,1425,47,F,Utah,Provo,United States
84718,0,0,0,0,0,0,1,0,0,0,0,5.630000114440918,5.630000114440918,1,716,44,M,Utah,Sandy,United States
21594,0,0,0,0,0,0,0,1,0,0,0,815,815,1,172,30,M,Utah,Salt Lake City,United States
21460,0,0,0,0,0,1,0,0,0,0,0,29.989999771118164,29.989999771118164,1,1353,61,F,Utah,West Valley City,United States
4978,0,0,0,0,1,0,0,0,0,0,0,89.5,89.5,1,972,40,F,Utah,West Valley City,United States
76061,0,1,0,0,0,0,0,0,0,0,0,45,45,1,462,39,M,Utah,West Valley City,United States
48398,0,1,0,0,0,0,0,0,0,0,0,65.169998168945312,65.169998168945312,1,1209,38,F,Utah,Layton,United States
64346,0,0,0,0,0,0,0,0,0,0,1,55.860000610351562,55.860000610351562,1,143,67,F,Utah,West Jordan,United States
64437,0,0,0,0,0,0,0,0,0,0,1,22,22,1,788,61,M,Utah,Salt Lake City,United States
65534,0,0,0,0,0,0,0,1,0,0,0,39.9900016784668,39.9900016784668,1,14,56,M,Utah,Eagle Mountain,United States
3074,0,0,1,0,0,0,0,0,0,0,0,22.450000762939453,22.450000762939453,1,631,68,F,Utah,Salt Lake City,United States
79464,0,0,0,0,1,0,0,0,0,0,0,180,180,1,1419,37,M,Utah,Hurricane,United States
84107,0,0,0,0,0,0,0,0,0,0,1,39.5,39.5,1,610,50,F,Utah,Ogden,United States
40977,0,0,0,0,0,0,0,0,1,0,0,33,33,1,236,30,M,Utah,West Jordan,United States
91823,0,0,1,0,0,0,0,0,0,0,0,14.989999771118164,14.989999771118164,1,1316,18,F,Utah,North Ogden,United States
3042,0,0,0,0,0,1,0,0,0,0,0,48,48,1,532,37,F,Utah,St. George,United States
29431,0,0,0,0,0,0,0,0,0,0,1,45.9900016784668,45.9900016784668,1,839,25,F,Utah,Ogden,United States
49782,0,0,0,0,0,0,0,1,0,0,0,100,100,1,611,51,M,Utah,Murray,United States
61406,0,0,1,0,0,0,0,0,0,0,0,24,24,1,366,61,F,Aichi,Togo-cho,Japan
70701,0,0,0,0,0,0,0,0,0,0,1,143,143,1,332,34,F,Aichi,North Nagoya City,Japan
60973,0,0,0,0,0,0,1,0,0,0,0,28.319999694824215,28.319999694824215,1,165,14,M,Aichi,Nagoya city,Japan
20018,0,0,0,0,0,0,1,0,0,0,0,12,12,1,335,46,M,Aichi,Tokai-shi,Japan
4274,0,0,0,0,0,0,0,0,0,0,1,40.479999542236328,40.479999542236328,1,426,50,F,Aichi,Toyohashi City,Japan
31749,0,0,0,0,0,0,0,0,0,0,1,64.989997863769531,64.989997863769531,1,280,20,M,Aichi,Kariya City,Japan
54428,0,0,0,0,0,0,0,0,0,1,0,20,20,1,133,59,M,Aichi,Toyohashi City,Japan
6453,0,0,0,0,0,0,0,0,0,1,0,44.9900016784668,44.9900016784668,1,38,24,M,Aichi,Nagoya city,Japan
31322,0,0,0,0,0,0,0,0,0,0,1,88,88,1,1809,60,F,Aichi,Higashiura-cho,Japan
58277,0,1,0,0,0,0,0,0,0,0,0,42.9900016784668,42.9900016784668,1,124,68,M,Aichi,Toyohashi City,Japan
9354,1,0,0,0,0,0,0,0,0,0,0,39.880001068115234,39.880001068115234,1,78,56,M,Aichi,Toyohashi City,Japan
83208,0,0,0,0,0,0,0,0,0,0,1,16,16,1,944,12,M,Aichi,Toyuyama-cho,Japan
73453,0,0,0,0,0,0,0,0,0,0,1,19.979999542236328,19.979999542236328,1,259,52,F,Aichi,Tokai-shi,Japan
48526,0,0,0,0,0,0,0,0,0,0,1,27.950000762939453,27.950000762939453,1,102,68,M,Akita,Lagastation,Japan
28749,0,0,0,0,0,0,0,0,0,0,1,11.949999809265137,11.949999809265137,1,237,19,F,Akita,Lagastation,Japan
20623,0,1,0,0,0,0,0,0,0,0,0,39.5,39.5,1,81,50,M,Anhui,Enshi Tujia Miao Autonomous Prefecture,China
29552,1,0,0,0,0,0,0,0,0,0,0,43.529998779296882,43.529998779296882,1,1269,13,M,Anhui,Beijing,China
21619,0,0,0,0,0,0,0,0,0,0,1,198,198,1,1131,57,M,Anhui,Shenzhen,China
32131,0,0,0,0,0,0,0,0,0,0,1,15.600000381469728,15.600000381469728,1,330,56,M,Anhui,Enshi Tujia Miao Autonomous Prefecture,China
69857,0,0,0,0,0,1,0,0,0,0,0,63,63,1,85,58,M,Anhui,Beijing,China
31163,0,0,0,0,0,1,0,0,0,0,0,25,25,1,143,55,F,Anhui,Baiyin,China
24658,0,0,0,0,0,0,0,0,0,0,1,55,55,1,1283,48,F,Anhui,Shanghai,China
67311,0,0,0,0,0,0,0,0,0,0,1,34,34,1,381,61,M,Anhui,Shanghai,China
16525,0,0,0,0,0,0,0,1,0,0,0,199,199,1,528,38,F,Anhui,Nanjing,China
86992,1,0,0,0,0,0,0,0,0,0,0,13.989999771118164,13.989999771118164,1,127,59,F,Anhui,Changsha,China
72053,0,0,0,1,0,0,0,0,0,0,0,28,28,1,337,64,F,Anhui,Huainan,China
17573,0,0,0,0,0,0,0,0,0,0,1,58.029998779296882,58.029998779296882,1,272,38,M,Anhui,Shan Tou,China
28185,0,0,0,0,0,0,0,0,0,0,1,138,138,1,185,61,F,Anhui,Beijing,China
13879,0,0,0,0,0,0,0,0,0,0,1,39.979999542236328,39.979999542236328,1,605,55,F,Anhui,Guiyang,China
59482,0,0,0,0,0,0,0,0,0,0,1,26,26,1,376,50,M,Anhui,Hangzhou,China
15547,1,0,0,0,0,0,0,0,0,0,0,11.989999771118164,11.989999771118164,1,124,36,M,Anhui,Wuhan,China
83567,0,0,0,0,0,0,0,0,1,0,0,14.989999771118164,14.989999771118164,1,806,65,M,Anhui,Shan Tou,China
91306,0,0,0,0,0,0,0,0,0,0,1,26.989999771118164,26.989999771118164,1,437,37,F,Anhui,Baiyin,China
10625,0,0,0,0,0,0,0,0,0,0,1,31.950000762939453,31.950000762939453,1,195,44,M,Anhui,Hangzhou,China
74928,0,0,0,0,0,0,0,1,0,0,0,197.91999816894528,197.91999816894528,1,271,62,F,Anhui,Shenzhen,China
78395,0,0,0,0,0,0,0,1,0,0,0,92.360000610351548,92.360000610351548,1,205,12,F,Anhui,Zhangjiakou,China
38452,0,0,0,0,0,0,0,0,0,0,1,24.950000762939453,24.950000762939453,1,146,21,F,Anhui,Shenzhen,China
88566,0,0,0,0,0,0,1,0,0,0,0,24.950000762939453,24.950000762939453,1,672,61,M,Anhui,Wuhan,China
19224,0,1,0,0,0,0,0,0,0,0,0,75,75,1,30,34,M,Anhui,Pingliang,China
28436,0,0,0,0,1,0,0,0,0,0,0,135,135,1,1160,70,M,Anhui,Nanyang,China
58015,0,0,0,0,0,0,0,0,0,0,1,20,20,1,63,65,F,Anhui,Chongqing,China
15688,0,0,0,0,0,0,0,0,0,0,1,129,129,1,727,45,M,Anhui,Anyang,China
18195,0,0,0,0,0,0,0,1,0,0,0,131.94000244140625,131.94000244140625,1,306,51,F,Anhui,Nanjing,China
53813,0,0,0,0,1,0,0,0,0,0,0,28,28,1,81,65,M,Anhui,Shanghai,China
68494,0,0,0,0,0,0,0,0,0,0,1,105.98999786376952,105.98999786376952,1,106,24,M,Anhui,Zhangjiakou,China
66242,0,0,0,0,0,0,0,0,0,0,1,99.989997863769517,99.989997863769517,1,751,30,F,Anhui,Enshi Tujia Miao Autonomous Prefecture,China
71575,0,1,0,0,0,0,0,0,0,0,0,34.5,34.5,1,496,56,M,Anhui,Harbin,China
75329,0,0,0,0,0,0,0,0,0,0,1,18,18,1,197,44,M,Anhui,Harbin,China
87108,0,0,0,0,0,0,0,0,0,0,1,79.949996948242173,79.949996948242173,1,876,22,M,Anhui,Zhangjiakou,China
28576,0,0,0,0,0,0,0,0,1,0,0,44.9900016784668,44.9900016784668,1,551,48,M,Anhui,Shenzhen,China
27420,0,0,0,0,0,0,0,0,0,0,1,24.649999618530277,24.649999618530277,1,408,49,F,Anhui,Shan Tou,China
74427,0,0,0,0,0,0,0,0,1,0,0,14.989999771118164,14.989999771118164,1,80,64,M,Anhui,Wuhan,China
73064,1,0,0,0,0,0,0,0,0,0,0,43.950000762939446,43.950000762939446,1,503,28,M,Anhui,Guiyang,China
79578,0,0,0,0,0,0,0,0,0,0,1,99.989997863769517,99.989997863769517,1,57,29,F,Anhui,Pingliang,China
13920,0,0,0,0,0,0,0,0,0,0,1,12,12,1,193,47,M,Anhui,Shanghai,China
23529,0,0,0,0,0,0,0,0,0,0,1,49.9900016784668,49.9900016784668,1,45,24,F,Anhui,Pingliang,China
25463,0,0,0,0,0,0,0,0,0,0,1,139.89999389648438,139.89999389648438,1,14,31,M,Anhui,Shanghai,China
66788,0,0,0,0,0,0,1,0,0,0,0,43.310001373291016,43.310001373291016,1,1541,51,M,Anhui,Taiyuan,China
79968,0,0,0,0,0,0,0,1,0,0,0,79.989997863769531,79.989997863769531,1,99,14,F,Anhui,Xiamen,China
95981,1,0,0,0,0,0,0,0,0,0,0,60,60,1,102,70,M,Anhui,Guangzhou,China
